"","Train_size","N_trade","Win_ratio","Mean_gain","Mean_loss","Payoff_ratio","Profit_factor","Cum_Profit","Buy_hold"
"xgb_test_result",1237,184,0.489130434782609,3.67748808388598,6.02880325293033,0.609986415147736,0.584029546418045,-235.733578225713,340.369995117187
"svm_test_result",1237,36,0.694444444444444,1.86943693136588,2.69606333999616,0.693395034023399,1.57589780459863,17.0792265441892,340.369995117187
"lr_test_result",1237,107,0.560747663551402,2.69996011221558,5.04671884538371,0.534993169806806,0.682970004008689,-75.1981790000999,340.369995117187
"nn_test_result",1237,133,0.609022556390977,5.41382730754334,5.6675423288639,0.955233678621431,1.48796015323723,143.807810810087,340.369995117187
