종목코드,종목명,종가,대비,등락률,상장시가총액
"044380","주연테크","265","-5","-1.85","11368500000"
"044820","코스맥스","1510","5","0.33","16417133740"
"049800","우진세렉스","715","-35","-4.67","7150000000"
"051630","진양화학","565","5","0.89","5085000000"
"063160","종근당바이오","4300","180","4.37","22486802700"
"068290","삼성출판사","2580","0","0.00","25800000000"
"069460","대호에이엘","505","0","0.00","13703093695"
"069470","제로원인터랙티브","170","0","0.00","7474063770"
"071090","하이스틸","13050","150","1.16","17747269200"
"071950","코아스웰","740","-50","-6.33","8927345200"
"074610","이엔쓰리","395","5","1.28","9983970230"
"076170","GBS","555","0","0.00","6282767055"
"079660","사조해표","3770","-30","-0.79","26993200000"
"081000","일진다이아","7600","100","1.33","17142522000"
"084680","C&우방랜드","215","-35","-14.00","7068358275"
"088790","진도에프앤","1270","15","1.20","10296380220"
"090080","평화산업","1150","-40","-3.36","9200000000"
"101140","아티스","485","10","2.11","18430000000"
"101990","파브코","1850","80","4.52","22200000000"
"102260","동성홀딩스","7180","-20","-0.28","25688051140"
"102280","트라이","2950","250","9.26","24518986950"
"104110","신성ENG","2760","80","2.99","24328020000"
"104120","신성FA","2630","70","2.73","23182135000"
"011150","삼호F&G","540","-10","-1.82","19402617420"
"011230","삼화전자","3840","190","5.21","22306176000"
"011300","성안","1240","-45","-3.50","7050374640"
"011330","유니켐","525","65","14.13","24131841300"
"011390","부산산업","9230","-730","-7.33","9746880000"
"011500","한농화성","1780","50","2.89","25632000000"
"011690","유양디앤유","3350","-110","-3.18","12321980050"
"011720","현대피앤씨","390","5","1.30","11589087900"
"012170","한신DNP","145","-5","-3.33","4381266205"
"012280","영화금속","335","0","0.00","11244948015"
"012410","청호전자통신","460","-15","-3.16","10499621900"
"012510","더존비즈온","560","0","0.00","19305927760"
"012580","톰보이","2590","-165","-5.99","9001027000"
"012690","모나리자","345","0","0.00","12617082975"
"012800","대창공업","375","-20","-5.06","27914565000"
"013000","세우글로벌","580","25","4.50","11970282440"
"013200","C&우방","280","5","1.82","6561832760"
"013360","일성건설","5400","-50","-0.92","25696915200"
"013700","삼환까뮤","5890","290","5.18","26594692920"
"014130","한익스프레스","6250","60","0.97","7500000000"
"014160","대영포장","235","0","0.00","22322586550"
"014350","신일건업","4150","20","0.48","24900000000"
"014440","영보화학","1180","55","4.89","23600000000"
"014530","극동유화","8140","40","0.49","26048000000"
"014590","티엘씨레저","835","-10","-1.18","26529536500"
"014910","성문전자","1070","10","0.94","14575284270"
"015020","이스타코","515","5","0.98","22068574000"
"015110","중앙건설","3800","50","1.33","25041038600"
"015230","대창단조","8940","80","0.90","17880000000"
"015260","큐엔텍코리아","640","-15","-2.29","16392695680"
"015540","웰스브릿지","305","-10","-3.17","26029189220"
"016090","대현","455","-15","-3.19","20603451050"
"016160","오라에너지","380","5","1.33","5172330860"
"016560","서울저축은행","2970","5","0.17","7531920000"
"016590","신대양제지","7220","130","1.83","25926066960"
"017040","광명전기","690","10","1.47","25815277050"
"017170","프라임엔터","575","-15","-2.54","6846330075"
"017300","KDS","280","0","0.00","8483798120"
"017370","우신시스템","1500","30","2.04","21000000000"
"017900","광전자","1200","-40","-3.23","18041636400"
"018410","현대금속","380","-10","-2.56","6533074000"
"018500","동원금속","300","10","3.45","8040000000"
"019180","티에이치엔","575","10","1.77","10350000000"
"019490","하이트론","3185","15","0.47","17615390975"
"020120","인큐브테크","785","15","1.95","5642951305"
"020760","일진디스플","4380","50","1.15","23519408640"
"021050","서원","545","15","2.83","15246151550"
"023450","동남합성","21350","-600","-2.73","22743493150"
"023810","인팩","1375","-20","-1.43","13750000000"
"024100","제일저축은행","2500","-50","-1.96","26000000000"
"024870","유성티에스아이","1760","10","0.57","13548367360"
"024890","대원화성","560","-15","-2.61","15473014480"
"024900","덕양산업","6250","40","0.64","20353112500"
"025620","신우","370","0","0.00","10884647790"
"025820","이구산업","815","-10","-1.21","27255230000"
"025890","한국주강","2560","10","0.39","27593062400"
"027740","마니커","505","0","0.00","23725586295"
"030720","동원수산","3575","15","0.42","10594555400"
"031820","콤텍시스템","615","-5","-0.81","19588651590"
"033180","필룩스","820","-15","-1.80","19411944460"
"033250","체시스","715","25","3.62","11862225375"
"035150","백산","510","-20","-3.77","12342000000"
"037270","휘닉스컴","1725","100","6.15","20484375000"
"041650","상신브레이크","1190","-55","-4.42","25551025500"
"002700","신일산업","335","-5","-1.47","11993503170"
"002720","국제약품","1770","-35","-1.94","23079523830"
"002760","보락","985","50","5.35","11327500000"
"002870","신풍제지","7690","140","1.85","26883240300"
"002880","대유디엠씨","360","-5","-1.37","15175136160"
"003060","한국슈넬제약","195","0","0.00","11201503560"
"003280","흥아해운","995","10","1.02","23594862850"
"003680","한성기업","3385","-5","-0.15","17518184015"
"003720","삼영화학","5270","120","2.33","17918000000"
"003780","진양산업","990","-35","-3.41","5940000000"
"003990","BHK","130","-10","-7.14","6404400990"
"004060","에스지위카스","1160","-5","-0.43","23481295360"
"004100","태양금속","3485","115","3.41","12789950000"
"004230","세신","340","15","4.62","7897466620"
"004270","남성","7000","10","0.14","25348512000"
"004540","대한펄프","2645","125","4.96","21900044550"
"004620","캠브리지","7350","-130","-1.74","20089049400"
"004740","보루네오","2445","15","0.62","23505963495"
"004770","써니전자","870","35","4.19","16356000000"
"004830","덕성","1330","0","0.00","20854400000"
"004870","아인스","200","-5","-2.44","15555956000"
"004910","조광페인트","1695","-10","-0.59","21696000000"
"004920","삼영홀딩스","4200","20","0.48","6720000000"
"005030","부산주공","1620","60","3.85","11664000000"
"005070","새한미디어","1165","-25","-2.10","16295982720"
"005110","한창","355","5","1.43","11774822115"
"005190","동성화학","9100","-90","-0.98","6766614400"
"005320","국동","390","-30","-7.14","7708651860"
"005360","모나미","6100","150","2.52","16510748000"
"005690","로이","9640","-180","-1.83","11868131760"
"005750","대림B&Co","1225","-25","-2.00","18375000000"
"005760","위너스인프라인","300","-20","-6.25","5378454000"
"005820","원림","7520","350","4.88","16544000000"
"005900","동양건설","11050","150","1.38","27505969400"
"006060","화승인더","5270","430","8.88","15810000000"
"006110","삼아알미늄","20000","700","3.63","22000000000"
"006200","KEC홀딩스","700","0","0.00","18953853100"
"006210","휴리프","360","35","10.77","4518245160"
"007050","유리이에스","310","-10","-3.13","6507426380"
"007120","유니모테크","680","20","3.03","11701368600"
"007480","대한은박지","335","-15","-4.29","2647873500"
"007490","태창기업","10700","-50","-0.47","7168069100"
"007630","지에스인스트루","735","-70","-8.70","21658976325"
"007980","태평양물산","6360","170","2.75","15244920000"
"008080","삼양옵틱스","530","-10","-1.85","9438399000"
"008110","대동전자","1900","-20","-1.04","19000000000"
"008400","C&중공업","735","-70","-8.70","14925140790"
"008500","일정실업","13900","850","6.51","16680000000"
"008540","일경","810","50","6.58","8834382450"
"008600","미래와사람","1940","10","0.52","24306702320"
"008700","아남전자","2115","20","0.95","16311899430"
"008720","삼양중기","22300","1500","7.21","27552096000"
"009140","경인전자","11350","-200","-1.73","17828545950"
"009320","대우부품","90","10","12.50","13077916200"
"009460","한창제지","120","0","0.00","4865680800"
"009690","케이엠에이치","405","5","1.25","6829101495"
"009810","고려포리머","800","-25","-3.03","20082938400"
"010040","한국내화","1900","25","1.33","21056100200"
"010420","한솔PNS","1155","-5","-0.43","19022792250"
"010580","지코","475","5","1.06","13163523000"
"010640","진양폴리","760","25","3.40","4560000000"
"010660","화천기계","11150","-50","-0.45","24530000000"
"010770","평화홀딩스","1565","55","3.64","22888854290"
"011050","케드콤","740","0","0.00","28278007020"
"101790","케이알제2호","5050","-450","-8.18","25250000000"
"078420","동북아1호","4795","0","0.00","15449490000"
"080030","동북아2호","4600","0","0.00","14546120000"
"080180","아시아1호","4650","5","0.11","21227017500"
"080410","동북아6호","4895","0","0.00","11233966260"
"080960","동북아3호","4630","-10","-0.22","18995038000"
"080970","동북아4호","4590","0","0.00","18830934000"
"080980","동북아5호","4850","60","1.25","19897610000"
"081190","아시아2호","4280","85","2.03","8044837800"
"081200","아시아3호","4150","0","0.00","7800485250"
"081210","아시아4호","4150","0","0.00","5481735000"
"081930","아시아8호","4390","5","0.11","10674899600"
"081940","아시아9호","4890","240","5.16","13064759700"
"082110","동북아8호","4445","0","0.00","10584434000"
"082240","아시아5호","4400","-190","-4.14","13723776000"
"082250","아시아6호","4890","0","0.00","15252105600"
"082260","아시아7호","4880","0","0.00","15220915200"
"083120","동북아9호","4800","0","0.00","7255824000"
"083350","동북아10호","3880","-15","-0.39","6152360800"
"083360","동북아11호","3795","-75","-1.94","6017579700"
"083370","동북아12호","3700","0","0.00","5866942000"
"083380","동북아13호","3890","0","0.00","6168217400"
"083390","동북아14호","3700","0","0.00","5866942000"
"083570","아시아10호","4015","-10","-0.25","10470738575"
"083580","아시아11호","3700","0","0.00","9649248500"
"083590","아시아12호","3950","0","0.00","10301224750"
"083600","아시아13호","3835","0","0.00","10001315675"
"083610","아시아14호","3650","0","0.00","7103608100"
"083620","아시아15호","3880","-165","-4.08","7552742040"
"084240","동북아15호","4050","105","2.66","7731680850"
"088010","동북아21호","4980","0","0.00","5826420720"
"090970","코리아01호","4790","90","1.91","10495273200"
"090980","코리아02호","4700","0","0.00","10298076000"
"090990","코리아03호","4700","0","0.00","10298076000"
"091000","코리아04호","4700","0","0.00","10298076000"
"092630","바다로3호","4300","0","0.00","7627077700"
"092970","거북선1호","5000","100","2.04","11810000000"
"093400","코리아05호","4440","-45","-1.00","7030748880"
"093410","코리아06호","4650","0","0.00","15491233200"
"093730","동북아31호","2020","0","0.00","4688985600"
"099210","코리아07호","4400","0","0.00","24561275200"
"101380","거북선2호","5090","0","0.00","14034097100"
"102000","거북선3호","5090","0","0.00","6202877600"
"000420","로케트전기","4690","-10","-0.21","9032452240"
"000590","조선선재","42700","0","0.00","25620000000"
"000760","이화산업","4200","400","10.53","11760000000"
"001070","대한방직","20750","0","0.00","21995000000"
"001140","국보","5000","-140","-2.72","5136520000"
"001190","마이크로닉스","380","0","0.00","13303168820"
"001360","삼성제약","2740","175","6.82","20795868420"
"001420","태원물산","16550","-150","-0.90","10923000000"
"001550","조비","5390","130","2.47","8444329740"
"001570","금양","380","5","1.33","14954257040"
"001600","서광건설","1330","-20","-1.48","14164236660"
"001620","동국실업","840","20","2.44","22120996800"
"001770","신화실업","11300","250","2.26","10170000000"
"001950","남한제지","100","5","5.26","9382548400"
"001970","신성건설","1405","45","3.31","12784870560"
"002140","고려산업","1725","15","0.88","8604101625"
"002210","동성제약","6010","0","0.00","25396054330"
"002220","한일철강","7720","200","2.66","15748800000"
"002420","세기상사","23800","-1000","-4.03","9700689600"
"002540","메이드","160","-5","-3.03","14346693120"
"002600","조흥","31550","-1450","-4.39","18930000000"
