Date,Open,Close,upperband,middleband,lowerband,dema,ema,ht_trendline,kama,ma,midpoint,midprice,sma,t3,tema,trima,wma,adx,apo,aroondown,aroonup,bop,cci,cmo,dx,mfi,minus_di,mom,plus_di,ppo,roc,rsi,slowk,slowd,fastk,fastd,trix,ultosc,willr,ad,obv,atr,trange,beta,correl,linearreg,stddev,tsf,var
2009-01-02,14.8199996948242,15.2399997711182,,,,,,,,,,,,,,,,,,,,0.4719100160411003,,,,,,,,,,,,,,,,,,127977.31113239654,170000.0,,,,,,,,
2009-01-05,15.3000001907349,15.1400003433228,,,,,,,,,,,,,,,,,,,,-0.30769230769232425,,,,,,,,,,,,,,,,,,78881.39139521946,-85300.0,,0.5199995040892986,,,,,,
2009-01-06,15.2299995422363,15.6000003814697,,,,,,,,,,,,,,,,,,,,0.5873028127332344,,,,,,,,,,,,,,,,,,463857.94993339037,340200.0,,0.6300001144409002,,,,,,
2009-01-07,15.2700004577637,15.1099996566772,,,,,,,,,,,,,,,,,,,,-0.26666783226800406,,,,,,,,,,,,,,,,,,457407.8064054881,146700.0,,0.7800006866455007,,,,,,
2009-01-08,15.1000003814697,15.4399995803833,15.679866406881088,15.305999946594241,14.932133486307395,,,,,,,,,,,,,,,,,0.5483859059215768,,,,,,,,,,,,,,,,,,594933.6285267521,304600.0,,0.6199998855590998,,,,0.18693323014342303,,0.034944032531853964
2009-01-09,15.3900003433228,14.6499996185303,15.839816168654565,15.18799991607666,14.536183663498754,,,,,,,,,,,,,,,,,-0.8809540839438511,,,,,,,,,,,,,,,,,,157525.53761428676,-252100.0,,0.8799991607666016,1.3490077760594537,,,0.32590812628895244,,0.10621610678117577
2009-01-12,14.6099996566772,14.3599996566772,15.966956800327825,15.031999778747542,14.097042757167259,,,,,,,,,,,,,,,,,-0.3333333333333333,,,,,,,,,,,,,9.285718664827915,33.8191667742802,,,,-1038.3883195626258,-494800.0,,0.75,0.7199862220788417,,,0.4674785107901415,,0.21853615805056847
2009-01-13,14.3100004196167,14.2200002670288,15.671868414312323,14.75599975585936,13.840131097406397,,,,,,,,,,,,,,,,,-0.14754108612452713,,,,,,,,,,,,,16.000048319500003,11.232303156220588,,,,-46708.539594042035,-709100.0,,0.6100006103515998,0.5609012335286332,,,0.4579343292264812,,0.20970384988410729
2009-01-14,13.9700002670288,13.2299995422363,15.806884419428917,14.37999973297118,12.953115046513444,,,,,,,,,,,,,,,,,-0.587302500369006,,,,,,,,,,,9.153215859209201,18.068228596569995,2.1738805932996814,9.153215859209201,,,,-364696.24369751895,-1054500.0,,1.2599992752075,0.3950625617481739,,,0.7134423432288682,,0.5089999771118983
2009-01-15,13.2200002670288,13.4399995803833,15.077269251698834,13.97999973297118,12.882730214243526,,,,,,,,,,,,,,,,,0.27499907612822516,,,,,,,,,,,15.283068425333136,11.889529146920973,27.675276363199725,15.283068425333136,,,,-63783.89743279095,-710600.0,,0.8000001907348988,0.0211761542045665,,,0.5486347593638267,,0.30100009918220394
