Date,Open,Close,upperband,middleband,lowerband,dema,ema,ht_trendline,kama,ma,midpoint,midprice,sma,t3,tema,trima,wma,adx,apo,aroondown,aroonup,bop,cci,cmo,dx,mfi,minus_di,mom,plus_di,ppo,roc,rsi,slowk,slowd,fastk,fastd,trix,ultosc,willr,ad,obv,atr,trange,beta,correl,linearreg,stddev,tsf,var
2009-01-02,8.44148063659668,8.66963005065918,,,,,,,,,,,,,,,,,,,,0.4753117325894649,,,,,,,,,,,,,,,,,,1472740.6239181925,2092838.0,,,,,,,,
2009-01-05,8.69925880432129,8.02666664123535,,,,,,,,,,,,,,,,,,,,-0.822463387840501,,,,,,,,,,,,,,,,,,-444868.52772230655,-880537.0,,0.8177776336669904,,,,,,
2009-01-06,8.15111064910889,8.23407363891602,,,,,,,,,,,,,,,,,,,,0.3146061320584108,,,,,,,,,,,,,,,,,,85458.30636212905,1007438.0,,0.30222225189208984,,,,,,
2009-01-07,8.13037014007568,8.02666664123535,,,,,,,,,,,,,,,,,,,,-0.32110048397906915,,,,,,,,,,,,,,,,,,-4412748.9300198285,-4264650.0,,0.3229627609253001,,,,,,
2009-01-08,8.01777839660645,7.7688889503479,8.746939766348412,8.145185184478759,7.5434306026091065,,,,,,,,,,,,,,,,,-0.5675675969562167,,,,,,,,,,,,,,,,,,-5890150.042517958,-7067925.0,,0.43851947784424006,,,,0.30087729093482607,,0.09052714420027996
2009-01-09,7.72148084640503,7.34222221374512,8.492853205765933,7.879703617095947,7.266554028425962,,,,,,,,,,,,,,,,,-0.7529415217245113,,,,,,,,,,,,,,,,,,-8151605.930793533,-10912388.0,,0.5303697586059606,-0.12448778079030366,,,0.30657479433499246,,0.09398810452154294
2009-01-12,7.3066668510437,6.94518518447876,8.596251006018296,7.663407325744629,6.730563645470963,,,,,,,,,,,,,,,,,-0.586539220374075,,,,,,,,,,,,,3.312612015565122,6.684619557459069,,,,-9967305.540261053,-13058213.0,,0.6162958145141593,0.23103869520759596,,,0.46642184013683297,,0.21754933295662937
2009-01-13,6.90074110031128,6.90370416641235,8.285143738649705,7.397333431243895,6.509523123838085,,,,,,,,,,,,,,,,,0.013514013122534654,,,,,,,,,,,,,5.882369646979725,5.431443986038734,,,,-10391908.320104985,-15302588.0,,0.21925878524780007,0.15095044245378988,,,0.443905153702905,,0.1970517854839997
2009-01-14,6.81481504440308,6.51851892471313,7.9473430923637745,7.09570388793945,6.244064683515126,,,,,,,,,,,,,,,,,-0.46728934010153217,,,,,,,,,,,3.9150338568058136,5.343699133434538,2.5501199078725936,3.9150338568058136,,,,-12096803.940409571,-17264138.0,,0.6340742111206099,-0.3697427481169738,,,0.42581960221216214,,0.181322333628124
2009-01-15,6.53629589080811,6.86518478393555,7.438975537808568,6.91496305465698,6.390950571505392,,,,,,,,,,,,,,,,,0.5811516868843359,,,,,,,,,,,14.363433910411132,7.9033039177518924,34.65781217638108,14.363433910411132,,,,-10997052.441462345,-15556388.0,,0.5659260749816903,-0.2739844019139814,,,0.26200624157579383,,0.06864727062467324
2009-01-16,6.9688892364502,6.67851877212524,7.1028360418453795,6.782222366333004,6.461608690820628,,,,,,,,,,,,,,,,,-0.44144157858873184,,,,,,-1.99111127853394,,,-22.96650799283586,,21.128657738247185,13.135708501821377,26.17804113048788,21.128657738247185,,,,-11171170.452531911,-17313413.0,,0.6577777862548899,-0.11486098643107713,,,0.16030683775618776,,0.025698282231388703
2009-01-20,6.58963012695312,6.27259302139282,7.113476888460243,6.647703933715816,6.181930978971389,,,,,,,,,,,,,,,,,-0.8106066794356055,,,,,,-1.7540736198425302,,,-21.853076728406005,,21.083225101820844,18.858438916826387,2.4138219985935656,21.083225101820844,,,,-13646049.654824251,-20081926.0,,0.42666673660277965,-0.14043585712374498,,,0.23288647737221338,,0.054236111342838456
2009-01-21,6.50963020324707,6.69629621505737,7.005623931546291,6.60622234344482,6.206820755343349,,,,,,,,,,,,,,,,,0.45323578583700475,,,,,,-1.5377774238586488,,,-18.67577934439132,,26.771992699028658,22.994625179698897,51.72411496800452,26.771992699028658,,,,-11449685.203256937,-17228701.0,,0.4711108207702708,0.11784811898272884,,,0.19970079405073546,,0.039880407144494256
2009-01-22,6.51851892471313,6.61333322525024,7.015018768436561,6.625185203552242,6.235351638667923,,,,,,7.471111536025999,7.4962964057922346,,,,,,,,,,0.25806284149459446,-72.30520521260983,,,,,-1.41333341598511,,,-17.607974507430026,,33.33419150377426,27.063136434874583,45.86463754472468,33.33419150377426,,,-85.47620133275156,-10999663.332698515,-18869964.0,,0.36740779876708984,0.411998746582785,,6.176000091007779,0.1949167824421594,6.010093704684751,0.0379925520776041
2009-01-23,6.48296308517456,6.4622220993042,6.862641908233533,6.544592666625972,6.226543425018411,,,,,,7.253333330154419,7.475555419921875,,,,,,,,78.57142857142857,0.0,-0.06862825533364492,-72.23358961417986,-53.02496116998577,84.8866499761638,17.857342654361254,32.48008751382602,-1.3066668510437003,2.6550480062490776,,-16.819224208182128,23.487519415007117,41.42681681610504,33.84433367296932,26.69169793558593,41.42681681610504,,,-91.40436863770758,-11738431.420782212,-20215577.0,0.4766137259347115,0.30222225189209073,0.3937462147448193,,6.174476282937186,0.15902462080378046,6.032592694837968,0.02528883002178617
2009-01-26,6.41481494903564,6.36148118972778,6.793512152650024,6.48118515014648,6.168858147642936,,,,,,7.253333330154419,7.26518487930298,,,,,,,,100.0,0.0,-0.11688389046570039,-78.75944216938227,-54.21807627810552,86.19713654612421,19.08360824367591,33.192595281100076,-0.9807410240173402,2.460579517189804,,-13.357550282002206,22.890961860947236,33.96805829229442,36.2430222040579,29.347839396572667,33.96805829229442,,,-92.479095586281,-12106796.760819696,-21448802.0,0.4751625255662578,0.4562969207763601,0.4126790550191064,,6.118264552525112,0.1561635012517719,5.986031747126317,0.024387039123212162
