Date,Open,Close,upperband,middleband,lowerband,dema,ema,ht_trendline,kama,ma,midpoint,midprice,sma,t3,tema,trima,wma,adx,apo,aroondown,aroonup,bop,cci,cmo,dx,mfi,minus_di,mom,plus_di,ppo,roc,rsi,slowk,slowd,fastk,fastd,trix,ultosc,willr,ad,obv,atr,trange,beta,correl,linearreg,stddev,tsf,var
2009-01-02,3.71000003814697,3.79999995231628,,,,,,,,,,,,,,,,,,,,0.4090904657506268,,,,,,,,,,,,,,,,,,469199.4915182163,607200.0,,,,,,,,
2009-01-05,3.68499994277954,3.45749998092651,,,,,,,,,,,,,,,,,,,,-0.7913044776267975,,,,,,,,,,,,,,,,,,-451555.7013645653,-973200.0,,0.4024999141693102,,,,,,
2009-01-06,3.47499990463257,3.52250003814697,,,,,,,,,,,,,,,,,,,,0.5277797646011235,,,,,,,,,,,,,,,,,,130444.29863543471,772800.0,,0.09500002861022994,,,,,,
2009-01-07,3.49000000953674,3.52250003814697,,,,,,,,,,,,,,,,,,,,0.2549020707813037,,,,,,,,,,,,,,,,,,329997.4885809823,772800.0,,0.12750005722045987,,,,,,
2009-01-08,3.5,3.54999995231628,3.807932049270425,3.570499992370602,3.333067935470779,,,,,,,,,,,,,,,,,0.6249999999999882,,,,,,,,,,,,,,,,,,879996.2964868548,1572800.0,,0.0799999237060498,,,,0.11871602844991151,,0.014093495410920198
2009-01-09,3.55999994277954,3.43499994277954,3.584735338740653,3.497499990463254,3.410264642185855,,,,,,,,,,,,,,,,,-0.8474574079462216,,,,,,,,,,,,,,,,,,311278.01116047916,754400.0,,0.14750003814697,0.37061292771087906,,,0.043617674138699575,,0.0019025014972697818
2009-01-12,3.375,3.41499996185303,3.5961727858835553,3.488999986648558,3.381827187413561,,,,,,,,,,,,,,,,,0.45714192293233985,,,,,,,,,,,,,19.999976158148705,22.90530644038583,,,,224773.26840711385,-254800.0,,0.08750009536742986,-0.37944435142193667,,,0.053586399617498656,,0.00287150222396626
2009-01-13,3.41000008583069,3.36999988555908,3.5933925724474767,3.45849995613098,3.323607339814483,,,,,,,,,,,,,,,,,-0.27118772831606686,,,,,,,,,,,,,17.999935150143997,17.01445357485381,,,,-110794.86142193445,-1115600.0,,0.14750003814697,0.04225868449218662,,,0.06744630815824827,,0.004549004484177388
2009-01-14,3.3199999332428,3.24000000953674,3.6028580801454315,3.401999950408934,3.201141820672437,,,,,,,,,,,,,,,,,-0.6274512737180492,,,,,,,,,,,16.945908254794116,18.955222756677916,12.837813456089654,16.945908254794116,,,,-448897.6003411755,-2442000.0,,0.17749977111815962,0.5402807078816968,,,0.10042906486824858,,0.010085997070310881
2009-01-15,3.24499988555908,3.37249994277954,3.5024263537656224,3.3664999485015863,3.23057354323755,,,,,,,,,,,,,,,,,0.728571954065607,,,,,,,,,,,26.60577220367628,20.1887113444414,48.97956800479519,26.60577220367628,,,,410438.9571388632,-1285200.0,,0.17499995231628018,0.5421830353658972,,,0.06796320263201801,,0.004618996912000739
2009-01-16,3.39750003814697,3.32750010490417,3.463701219726789,3.344999980926512,3.226298742126235,,,,,,,,,,,,,,,,,-0.3999997275215715,,,,,,-0.47249984741211026,,,-12.434206666873749,,36.67722289856499,26.742967785678463,48.214287234810136,36.67722289856499,,,,542383.6118609273,-2208800.0,,0.17499995231628018,0.6133351036268642,,,0.05935061940013862,,0.0035224960231801106
