"Train_size","N_trade","Win_ratio","Mean_gain","Mean_loss","Payoff_ratio","Profit_factor","Cum_Profit","Buy_hold","Model","Symbol"
2427,316,0.363924050632911,3.02756259418986,2.08864053839502,1.44953740891975,0.829337323511297,-71.647049885565,152.767505645752,"xgb","AAPL"
2427,237,0.413502109704641,1.94130646006527,1.63893062850623,1.18449580860822,0.835112152831696,-37.5633242759696,152.767505645752,"lr","AAPL"
2427,127,0.488188976377953,2.07780418893757,2.03807459518432,1.01949368970455,0.972440134795111,-3.65098897285125,152.767505645752,"nn","AAPL"
2427,280,0.360714285714286,4.1401272341435,3.98644482853632,1.03855124358102,0.585998187718897,-295.420773659508,278.449996948242,"xgb","MSFT"
2427,254,0.358267716535433,4.60816002892294,3.78946240929439,1.21604584798639,0.678896761759271,-198.339810082999,278.449996948242,"lr","MSFT"
2427,205,0.448780487804878,5.42219320578363,5.25773327041223,1.03127962696337,0.839625890979028,-95.2820846244881,278.449996948242,"nn","MSFT"
2427,318,0.314465408805031,3.40828972463225,2.44132468883621,1.39608211075643,0.640404637961667,-191.379809703069,71.3100051879885,"xgb","AMZN"
2427,250,0.336,4.1039708024524,3.10695454966996,1.32089824194189,0.668406339295894,-171.020907839212,71.3100051879885,"lr","AMZN"
2427,281,0.387900355871886,3.58961941748803,2.68905753788171,1.33489870221064,0.845953247331162,-71.249380009458,71.3100051879885,"nn","AMZN"
2427,320,0.396875,5.92259958817192,4.85393164770295,1.22016542836459,0.802906784467892,-184.638660308835,465.85998916626,"xgb","NVDA"
2427,271,0.424354243542435,5.54834795805891,4.58908789066168,1.20903065930579,0.89127260141132,-77.837695766447,465.85998916626,"lr","NVDA"
2427,159,0.440251572327044,9.61358527102336,4.16157806528073,2.31008168541345,1.81691817953867,302.57052116165,465.85998916626,"nn","NVDA"
2427,294,0.394557823129252,9.83376661375643,7.99632898569859,1.22978514657715,0.801433016870501,-282.629632258603,298.479995727539,"xgb","IDXX"
2427,263,0.368821292775665,9.5100804630083,9.06738494099996,1.04882284417049,0.612866360750229,-582.708095294189,298.479995727539,"lr","IDXX"
2427,208,0.399038461538462,11.9403016939646,8.8388408996338,1.3508899899374,0.896990953318431,-113.810071855167,298.479995727539,"nn","IDXX"
2427,302,0.380794701986755,1.99675355675408,1.44141952631129,1.38526884110133,0.851903298003493,-39.918792393493,48.305004119873,"xgb","MCHP"
2427,276,0.394927536231884,2.07427574048874,1.60558265813496,1.29191463919909,0.843225722591021,-42.0362481952659,48.305004119873,"lr","MCHP"
2427,237,0.388185654008439,2.13810253250703,1.82921952267614,1.16886054735464,0.741621864528462,-68.5313977973937,48.305004119873,"nn","MCHP"
2427,313,0.357827476038339,11.266319153922,7.90943606563591,1.42441497224698,0.793703865132643,-327.968903953554,217.519989013672,"xgb","NFLX"
2427,306,0.339869281045752,12.4907134499623,8.8116846974666,1.41751706725883,0.729810767301574,-480.926110092171,217.519989013672,"lr","NFLX"
2427,291,0.350515463917526,11.5644332737344,8.72841256737279,1.32491826944143,0.715035256523945,-470.097781312552,217.519989013672,"nn","NFLX"
2427,311,0.411575562700965,9.38872774095533,8.95972369840034,1.04788139199332,0.732944361612817,-437.872285964981,396.720001220703,"xgb","ADBE"
2427,247,0.421052631578947,10.6966744726035,9.22806511441748,1.15914596830179,0.843015249674032,-207.159166210941,396.720001220703,"lr","ADBE"
2427,197,0.436548223350254,12.5611968849892,10.1672851342691,1.23545240633129,0.95719735986028,-48.3057177948051,396.720001220703,"nn","ADBE"
2427,307,0.338762214983713,0.900199353152056,0.726067898418635,1.23982805893592,0.63518284792776,-53.771050651169,5.8000030517578,"xgb","CSCO"
2427,293,0.351535836177474,0.921855279400279,0.78279393452494,1.17764744812405,0.63840887977251,-53.7797537815098,5.8000030517578,"lr","CSCO"
2427,229,0.362445414847162,0.991038267075877,0.793640225271982,1.24872484473207,0.709891521320284,-33.6152967224116,5.8000030517578,"nn","CSCO"
2427,296,0.422297297297297,9.31521794030763,7.37850246743535,1.26248083285462,0.922866105887878,-97.3216793929911,376.489990234375,"xgb","INTU"
2427,229,0.410480349344978,9.21606718376651,8.29955663219306,1.11042885688838,0.773187500351908,-254.129830072012,376.489990234375,"lr","INTU"
2427,203,0.45320197044335,12.4104795808875,9.60355245304968,1.29228008505816,1.07107898941757,75.7697991531351,376.489990234375,"nn","INTU"
2427,325,0.375384615384615,2.60542294020416,2.52685399077095,1.03109358503506,0.619672006769837,-195.089761421595,71.6899986267085,"xgb","QCOM"
2427,242,0.43801652892562,2.21738781463694,2.37916340345498,0.93200316187484,0.726414229108331,-88.5231145183607,71.6899986267085,"lr","QCOM"
2427,207,0.405797101449275,3.53730529748831,3.48704793248374,1.01441258221213,0.692769568339993,-131.773250706482,71.6899986267085,"nn","QCOM"
2427,320,0.35625,1.6654572153928,1.42452241774626,1.1691337353804,0.646996338996918,-103.589495500951,40.4800033569332,"xgb","SBUX"
2427,314,0.369426751592357,1.65551424775617,1.41971897440824,1.16608587868329,0.683161423875057,-89.0647041931161,40.4800033569332,"lr","SBUX"
2427,252,0.380952380952381,1.97994714753228,1.6812147391124,1.17768843055563,0.72473134188039,-72.1945731384353,40.4800033569332,"nn","SBUX"
2427,296,0.344594594594595,8.95311239632994,6.36696998289047,1.40618102808542,0.739332293117077,-321.974712255098,-197.189994812012,"xgb","ILMN"
2427,292,0.342465753424658,8.00908300399773,6.34967286345164,1.26133789507449,0.656946820351299,-418.228889382942,-197.189994812012,"lr","ILMN"
