"Symbol","Train_size","N_trade","Win_ratio","Mean_gain","Mean_loss","Payoff_ratio","Profit_factor","Cum_Profit","Buy_hold"
"AAPL",1168,211,0.57345971563981,2.20978038149751,2.9310748267322,0.753914694140084,1.01359642212167,3.58669175530037,152.767505645752
"ADBE",1176,234,0.55982905982906,8.00600170262461,11.460774367975,0.698556785569035,0.888455717568384,-131.673536857602,396.720001220703
"ALGN",1204,222,0.522522522522523,9.91397153400546,16.1542594920897,0.61370634406734,0.671603168979353,-562.33080821687,12.049987792969
"ALNY",1242,240,0.5125,4.28075961888629,5.33105002376199,0.80298620343192,0.844164983095096,-97.1994196571393,93.8999938964842
"AMAT",1153,206,0.553398058252427,2.06724979092448,1.95101968382129,1.05957403098852,1.31295042970317,56.1726652538322,118.98999786377
"AMZN",1191,206,0.504854368932039,2.17644133826032,3.09499587517528,0.703213001257088,0.717001491477815,-89.3396800888057,71.3100051879885
"DLTR",1138,230,0.504347826086956,2.66254611317204,2.96236542799431,0.89879057053901,0.914558826162501,-28.8543096633942,26.0699996948242
"DXCM",1251,235,0.536170212765957,2.44847086678456,2.94705557369963,0.830819373966145,0.960396707520498,-12.7217283184045,80.7474994659424
"ENTG",1175,216,0.537037037037037,2.18608842610163,3.55129231526946,0.615575467190386,0.714067541940848,-101.542974099158,75.8999996185305
"EXAS",1227,212,0.443396226415094,2.82746029728017,3.23478384890477,0.874080133124658,0.696301122997609,-115.923226226426,3.9500007629395
"IDXX",1186,201,0.532338308457711,9.07877720053131,12.5975065511663,0.720680490512685,0.820349068987843,-212.736455352785,298.479995727539
"ILMN",1239,250,0.5,6.3200241529175,8.75740151945804,0.721678015890337,0.721678015890337,-304.672170817567,-197.189994812012
"INTU",1228,161,0.521739130434783,8.03352188846041,9.99282281644742,0.803929183577422,0.877013654811733,-94.6315182357773,376.489990234375
"ISRG",1198,219,0.497716894977169,4.54617944349935,5.47031476740055,0.831063592645814,0.823508469076307,-106.201065072631,158.5
"KLAC",1113,157,0.579617834394904,6.13081067916533,7.21535123196228,0.849689846283201,1.17154206078441,81.6905904945346,468.790008544922
"LRCX",1126,195,0.548717948717949,10.627999241738,13.6853937967821,0.776594331120897,0.944268107158364,-67.118735250851,581.539993286133
"LULU",1164,229,0.480349344978166,8.47224866416233,8.11911719148782,1.04349382628012,0.964574125132884,-34.2275927291944,311.930007934571
"MASI",1181,228,0.482456140350877,4.54582294254654,6.1659776927107,0.737242845999998,0.68726028016949,-227.544844059744,-10.67000579834
"MELI",1214,141,0.482269503546099,28.5530603562743,30.2260694056679,0.944650128769973,0.879948065155591,-264.894962387104,1218.19006347656
"MKTX",1187,214,0.495327102803738,8.8842838042061,11.956537265057,0.743048226025306,0.729288073691504,-349.571941380314,24.470001220703
"MPWR",1170,186,0.510752688172043,9.05090299010427,11.6740697822738,0.775299716286377,0.80937882469457,-202.504566127013,430.350006103516
"MRVL",1201,215,0.553488372093023,1.48173163267184,1.70840874314904,0.867316816665675,1.07511147065849,12.3188249456402,39.1800022125244
"MSFT",1183,196,0.474489795918367,3.67488616564348,4.0821014744731,0.90024370746879,0.812841405772791,-78.692038465886,278.449996948242
"NFLX",1202,228,0.508771929824561,9.7285179139367,13.2734103966849,0.732932804998363,0.759108976605447,-358.113886412053,217.519989013672
"NTAP",1183,240,0.508333333333333,1.18517365828342,1.75460783571793,0.675463561804103,0.698360631695767,-62.4525383041383,19.4800033569336
"NVDA",1252,185,0.594594594594595,7.04383113807673,7.22797425102232,0.974523551613435,1.42930120903304,232.723356361767,465.85998916626
"ORLY",1160,162,0.549382716049383,11.9677488369717,12.494486015717,0.95784242920576,1.16778049588099,153.032167343145,648.739990234375
"PODD",1205,201,0.54228855721393,5.55000560786393,6.95881238974696,0.797550687821566,0.944924184484247,-35.2601285995526,104.570007324219
"POOL",1170,224,0.392857142857143,8.65347748107916,7.86947101479692,1.09962632365099,0.711522915303581,-308.742039677416,208.220001220704
"REGN",1173,240,0.483333333333333,10.6584267093526,12.2631440853488,0.869143070910064,0.813069324399737,-284.252368298344,434.490020751954
"ROST",1192,224,0.522321428571429,1.90724303565395,2.36802579587418,0.805414805437067,0.880687217160157,-30.2313249870242,49.4100036621092
"SBAC",1195,194,0.407216494845361,4.35581870350894,5.94850319468622,0.732254579168753,0.503027058733317,-339.968189811709,76.439987182617
"SGEN",1169,165,0.533333333333333,3.69734021705284,3.73842340255342,0.989010558442224,1.13029778107683,37.5073371040364,159.169994354249
"TTWO",1206,226,0.415929203539823,3.50013873753652,3.58107309859882,0.977399411060899,0.696026853331246,-143.688607686612,56.159996032714
"ULTA",1220,216,0.490740740740741,6.6251255813599,9.03555530833856,0.733228380025059,0.706565529842329,-291.647772293092,168.749984741211
"VRSN",1142,207,0.473429951690821,3.35543749711959,3.36010014432857,0.998612348737031,0.897834955745221,-37.4180410140942,68.169998168946
"VRTX",1218,216,0.453703703703704,4.61258953651893,4.62717378784438,0.996848129766865,0.827890819636888,-93.9727323867816,195.849990844727
"ZBRA",1182,204,0.558823529411765,6.9303790877894,10.3182247537401,0.671663900835005,0.850774274391006,-138.57701182862,67.40998840332
