"Symbol","Train_size","N_trade","Win_ratio","Mean_gain","Mean_loss","Payoff_ratio","Profit_factor","Cum_Profit","Buy_hold"
"000100.KS",1126,107,0.420560747663551,1146.05841827257,1177.10562857863,0.973624108531745,0.706662659418202,-21407.9201496095,28204.65625
"000120.KS",1195,235,0.446808510638298,2523.0179047619,3229.32346153846,0.781283737851373,0.631036865187647,-154895.17,-73000
"000240.KS",1178,254,0.460629921259843,387.922982905983,334.778839416059,1.15874403406924,0.989584321066432,-477.712000000094,-3520
"000270.KS",1150,201,0.502487562189055,1096.35405940594,1435.80105,0.763583547599397,0.771219383075391,-32848.3450000003,49650
"000660.KS",1210,231,0.471861471861472,2152.79605504587,2536.44131147541,0.848746645666963,0.758306429325401,-74791.0700000006,69300
"001740.KS",1152,203,0.517241379310345,89.0832666666665,95.1194285714287,0.936541230373042,1.00343703254255,32.0389999999766,480
"003550.KS",1210,238,0.399159663865546,1718.6059620847,1631.76756823099,1.05321737945059,0.699689867467174,-70075.1958589848,8169.03125
"004170.KS",1205,218,0.463302752293578,5760.2503960396,5851.70717948718,0.984370922767944,0.849756095722755,-102864.450000001,-83700
"005930.KS",1174,219,0.447488584474886,1203.54785714286,1111.31173553719,1.08299752324768,0.877138489903077,-16521.0300000004,33600
"006360.KS",1209,252,0.472222222222222,634.635159663865,734.893323308272,0.863574534609902,0.772671952019386,-22219.2280000002,-27000
"006400.KS",1203,224,0.513392857142857,14459.7213043478,15126.7747706422,0.955902465898481,1.00852095025987,14049.4999999981,249500
"006800.KS",1169,225,0.444444444444444,138.169455,153.896664,0.897806693197714,0.718245354558171,-5420.13750000004,710
"009150.KS",1224,223,0.497757847533632,2906.94783783783,3244.61696428572,0.895929433222878,0.887930063283388,-40725.8900000005,34200
"009540.KS",1226,203,0.482758620689655,2969.25153061224,3701.86066666667,0.802097052800719,0.748623915947338,-97708.7200000006,-26600
"010060.KS",1179,228,0.412280701754386,3505.64455520279,4555.59527769648,0.769525021760801,0.539816060041159,-280919.179022266,-55309.3125
"010620.KS",1206,207,0.42512077294686,1749.12840909091,2158.7918487395,0.810234858961604,0.599165273853959,-102972.93,20800
"010950.KS",1189,263,0.452471482889734,2055.27050420168,2351.75583333333,0.873930224843358,0.722206227474719,-94075.6500000004,-27500
"011200.KS",1227,122,0.418032786885246,805.234539215686,522.500204225352,1.54111813297664,1.10700034903956,3969.44699999998,12605
"012450.KS",1166,194,0.443298969072165,2093.06372093023,1692.83444444445,1.23642552749282,0.984561068188724,-2822.64000000024,89600
"012630.KS",1219,162,0.438271604938272,330.691042253521,416.959901098901,0.79310034701654,0.618792578441476,-14464.287,-10310
"016360.KS",1181,247,0.481781376518219,614.214033613444,700.124882812501,0.877292107011052,0.815607505736837,-16524.5150000002,7450
"032640.KS",1175,178,0.5,215.868719101123,351.864685393259,0.613499245767899,0.613499245767899,-12103.6410000001,-7300
"034220.KS",1185,209,0.545454545454545,432.146394736842,598.947494736842,0.721509645727314,0.865811574872777,-7635.32300000011,-4700
"035250.KS",1162,230,0.469565217391304,563.403842592592,553.412491803279,1.01805407528254,0.901228197791097,-6668.70900000019,-15800
"035420.KS",1197,224,0.441964285714286,5950.09727272727,5503.39896,1.08116771398439,0.856284829475637,-98865.2400000002,85500
"036460.KS",1169,229,0.436681222707424,794.433899999999,1015.74,0.782123279579418,0.606297115953037,-51587.0700000002,-24650
"042660.KS",1206,212,0.39622641509434,1085.91154761905,1228.19692001648,0.884151010250438,0.58022410047685,-65992.6357621095,-6250
"042670.KS",1197,136,0.455882352941176,677.981674209299,660.16361834222,1.02699036325544,0.86045138543023,-6817.24395634771,-16726.88671875
"047040.KS",1220,147,0.421768707482993,191.416419354839,155.168935294118,1.23360013389288,0.899802450604215,-1321.54150000002,-935
"051900.KS",1196,237,0.493670886075949,19431.2517094017,29895.1891666667,0.649979219100165,0.633729738622661,-1313966.25,-761500
"051910.KS",1154,177,0.519774011299435,20914.1385869565,21822.7347058824,0.958364699421428,1.03728885113849,69168.2999999992,154000
"078930.KS",1176,270,0.437037037037037,633.015338983049,765.106644736843,0.827355693925222,0.642289288705107,-41600.4000000003,-8650
"096770.KS",1213,172,0.418604651162791,7198.58216427951,6150.8924291875,1.17033133763167,0.842638563094801,-96791.3270906254,-37700
