"Train_size","N_trade","Win_ratio","Mean_gain","Mean_loss","Payoff_ratio","Profit_factor","Cum_Profit","Buy_hold","Model","Symbol"
1168,307,0.563517915309446,1.92315518553852,2.90984436901725,0.660913417231325,0.853268814783725,-57.2132983501478,152.767505645752,"xgb","AAPL"
1168,212,0.608490566037736,1.98002820554333,2.63667510538219,0.750956460847805,1.16714919818514,36.5796047683671,152.767505645752,"lr","AAPL"
1168,216,0.574074074074074,2.17823879477598,2.94334469577953,0.740055623760057,0.997466275502685,-0.686101459496001,152.767505645752,"nn","AAPL"
1183,290,0.493103448275862,3.37830418146308,3.52904700812514,0.957285117961027,0.931236543322632,-35.6724122451743,278.449996948242,"xgb","MSFT"
1183,156,0.564102564102564,4.2174530589451,5.0341956310273,0.837761058182092,1.08416136941212,28.810566277312,278.449996948242,"lr","MSFT"
1183,206,0.475728155339806,3.59964959198309,4.21829751264786,0.853341799906275,0.774328670285324,-102.810471351626,278.449996948242,"nn","MSFT"
1191,293,0.491467576791809,2.22822220381101,2.53582590162034,0.878696838922272,0.849210367817498,-56.9740619926448,71.3100051879885,"xgb","AMZN"
1191,224,0.455357142857143,2.42061786926872,2.71576696185125,0.891320169687411,0.745202109082918,-84.4205466804428,71.3100051879885,"lr","AMZN"
1191,206,0.504854368932039,2.17644133826032,3.09499587517528,0.703213001257088,0.717001491477815,-89.3396800888057,71.3100051879885,"nn","AMZN"
1252,266,0.56390977443609,5.87910301782226,6.06293270327465,0.969679741727448,1.25389621775101,178.56525909348,465.85998916626,"xgb","NVDA"
1252,196,0.576530612244898,3.71403983258609,3.21046334126019,1.15685477072859,1.57499504930519,153.218043757633,465.85998916626,"lr","NVDA"
1252,187,0.593582887700535,6.98336485231412,7.14108567918474,0.977913606704039,1.42826855715985,232.430986988826,465.85998916626,"nn","NVDA"
1186,294,0.540816326530612,6.63340473523405,9.59214317716247,0.691545634037995,0.814487080089195,-240.227976014719,298.479995727539,"xgb","IDXX"
1186,235,0.587234042553191,8.17337353860606,13.261404345357,0.616327903572871,0.876837636010889,-158.430673171996,298.479995727539,"lr","IDXX"
1186,201,0.532338308457711,9.07877720053131,12.5975065511663,0.720680490512685,0.820349068987843,-212.736455352785,298.479995727539,"nn","IDXX"
1215,205,0.468292682926829,2.28577452576954,2.13674434220376,1.06974638033303,0.942161949651108,-13.470778826333,48.305004119873,"xgb","MCHP"
1215,220,0.486363636363636,2.13442764010385,2.1983944526031,0.970902941269932,0.919350572706927,-20.0348156530382,48.305004119873,"lr","MCHP"
1215,217,0.47926267281106,1.72124396992096,1.67187456957724,1.02952936855556,0.947531454245827,-9.91245349044844,48.305004119873,"nn","MCHP"
1202,256,0.50390625,8.60555717559339,9.81506646077317,0.876770138030783,0.890577541779299,-136.396564866644,217.519989013672,"xgb","NFLX"
1202,221,0.53393665158371,10.2745849141395,15.3596938210348,0.668931622847108,0.766348849475328,-369.647443698123,217.519989013672,"lr","NFLX"
1202,228,0.508771929824561,9.7285179139367,13.2734103966849,0.732932804998363,0.759108976605447,-358.113886412053,217.519989013672,"nn","NFLX"
1176,266,0.541353383458647,7.93491885475587,12.5573282798893,0.631895469951499,0.745843833385376,-389.365735061644,396.720001220703,"xgb","ADBE"
1176,222,0.540540540540541,8.44400885147094,12.0232248868755,0.702308152007403,0.826244884714592,-213.087876284787,396.720001220703,"lr","ADBE"
1176,234,0.55982905982906,8.00600170262461,11.460774367975,0.698556785569035,0.888455717568384,-131.673536857602,396.720001220703,"nn","ADBE"
1215,283,0.416961130742049,0.708993527515863,0.847833462755606,0.83624150102723,0.598039376492201,-56.2312851078033,5.8000030517578,"xgb","CSCO"
1215,218,0.362385321100917,0.82584887523892,0.944335955451035,0.874528678561727,0.49703428493796,-66.0206366638192,5.8000030517578,"lr","CSCO"
1215,247,0.408906882591093,0.619465800291004,0.687665019458606,0.900824940577471,0.623173417796743,-37.8330470115651,5.8000030517578,"nn","CSCO"
1228,264,0.541666666666667,7.32597592752095,9.60943753737769,0.762373021212242,0.900986297796286,-115.127384387204,376.489990234375,"xgb","INTU"
1228,215,0.567441860465116,8.07198810537369,11.1756987837269,0.722280392625421,0.947507611831197,-54.5574380310101,376.489990234375,"lr","INTU"
1228,165,0.521212121212121,7.88659690716763,9.76533651412769,0.807611380904073,0.879171883009497,-93.2142505996711,376.489990234375,"nn","INTU"
1215,208,0.509615384615385,2.29618967425871,2.24650467986312,1.02211657729492,1.06219958032609,14.2526281253841,71.6899986267085,"xgb","QCOM"
1215,207,0.429951690821256,3.28208187077557,3.39551851060514,0.966592248142581,0.729039915971947,-108.565897752381,71.6899986267085,"lr","QCOM"
1215,93,0.526881720430108,1.69937778459665,1.94227000418575,0.874944153456708,0.974369625440424,-2.19036873893682,71.6899986267085,"nn","QCOM"
1215,262,0.385496183206107,1.56622295754307,1.75206891971613,0.893927710216347,0.560786948645038,-123.894577362447,40.4800033569332,"xgb","SBUX"
1215,161,0.428571428571429,1.96965152077055,1.91837423949032,1.02672955058751,0.770047162940635,-40.5844750999408,40.4800033569332,"lr","SBUX"
1215,222,0.45045045045045,1.81445336874004,2.08197761055057,0.871504746038174,0.714348152490306,-72.5559316131657,40.4800033569332,"nn","SBUX"
1239,267,0.49438202247191,6.05313015026327,9.10011965171539,0.665170391371969,0.650388827119259,-429.502973146825,-197.189994812012,"xgb","ILMN"
1239,223,0.547085201793722,6.18938816244411,11.2557756184342,0.549885531860408,0.66421816719772,-381.727981643675,-197.189994812012,"lr","ILMN"
