"Symbol","Train_size","N_trade","Win_ratio","Mean_gain","Mean_loss","Payoff_ratio","Profit_factor","Cum_Profit","Buy_hold"
"AAPL",1168,96,0.65625,2.3681684055147,4.62389698479406,0.512158556581723,0.977757244383289,-3.39399095077744,155.35750579834
"ADBE",1176,95,0.505263157894737,10.2091071692149,14.311035416039,0.713373062984183,0.728551213260442,-182.58152043152,381.190002441407
"ALGN",1204,98,0.571428571428571,18.9869580493655,32.2613469493322,0.588535812816039,0.784714417088052,-291.706921107485,6.07000732421901
"ALNY",1242,103,0.533980582524272,4.80641029364843,6.71109429155991,0.716188759215189,0.820632953267404,-57.7799598442119,92.220001220703
"AMAT",1153,92,0.630434782608696,2.22777218520725,2.34066849393276,0.951767493338697,1.62360337098954,49.6280579483065,118.840007781983
"AMZN",1191,102,0.441176470588235,2.30210692272608,3.20310700585894,0.718710588973518,0.56740309655804,-78.9822878112859,68.5695037841799
"DLTR",1138,101,0.495049504950495,3.4328642350922,4.84999828072345,0.707807309692517,0.693928734992664,-75.706700562286,25.9300003051762
"DXCM",1251,95,0.673684210526316,2.7013297739148,5.33327568129878,0.506504807802653,1.04568734514096,7.55355941028508,75.1374988555904
"ENTG",1175,88,0.613636363636364,2.01060065055427,3.04051871063009,0.661268961616621,1.05025070374405,5.1947989685074,73.9799995422367
"EXAS",1227,94,0.574468085106383,2.97815609619348,4.55830640543939,0.65334706167178,0.882018533256903,-21.5118270231278,-1.1499977111816
"IDXX",1186,109,0.577981651376147,12.5585492344691,18.155407078685,0.691725015034953,0.947362520591349,-43.960123847958,292.089981079102
"ILMN",1239,118,0.542372881355932,7.37106478719704,14.7178685270946,0.500824203832736,0.593569426764724,-323.016754082499,-196.589988708496
"INTU",1228,68,0.573529411764706,9.71806056381608,16.0881735579918,0.60404995811278,0.812343047117186,-87.5526711929355,368.840026855469
"ISRG",1198,89,0.617977528089888,5.54975143662874,7.59106141272149,0.73109030936414,1.18264608867729,47.1402409820502,148.940002441406
"KLAC",1113,59,0.677966101694915,6.4741668974113,8.47169855350699,0.764211197615291,1.60886567919009,98.0044033798193,457.269989013672
"LRCX",1126,79,0.582278481012658,13.1616466050189,19.9064644529862,0.661174496159438,0.921637176464672,-51.4775831176742,579.800003051758
"LULU",1164,106,0.518867924528302,8.68878677479132,9.94561029600257,0.873630326967828,0.942150352612363,-29.3428524826086,304.799995422363
"MASI",1181,96,0.552083333333333,8.30350041145476,9.83822882662043,0.844003586192976,1.04028348995878,17.0416822624237,-10.6600036621098
"MELI",1214,58,0.672413793103448,51.5386311059417,88.1441203878295,0.584708666660629,1.20019147367182,335.268325762967,1190.19006347656
"MKTX",1187,85,0.517647058823529,10.703005563077,19.1313731232805,0.559447850089378,0.600383058632503,-313.454053279114,24.470001220703
"MPWR",1170,48,0.6875,6.47741100204933,8.34059127171824,0.776612927192981,1.70854843982456,88.6456939918544,431.330017089844
"MRVL",1201,80,0.6125,1.14798272777869,2.85988548524303,0.401408634612214,0.634484615999951,-32.405296381378,36.5100002288818
"MSFT",1183,43,0.581395348837209,4.24956246585082,3.65645454237178,1.1622084772574,1.61417844063528,40.4228798835784,262.129989624023
"NFLX",1202,119,0.554621848739496,12.1716714308305,21.8855961018688,0.556149870178369,0.692563989278724,-356.60627896423,213.350006103515
"NTAP",1183,110,0.618181818181818,1.54343841707005,2.10986136391958,0.731535466483322,1.18439075525871,16.3396350761409,19.9599990844727
"NVDA",1252,74,0.675675675675676,7.15700222520452,10.922865177536,0.655231215333831,1.36506503194548,95.7013469993613,465.85998916626
"ORLY",1160,66,0.621212121212121,17.4299022644043,20.449547689331,0.85233681102384,1.3978323700791,203.387300607302,645.690002441406
"PODD",1205,93,0.537634408602151,6.96744148631279,8.69345307514283,0.801458456851257,0.931928438199136,-25.4464079155023,104.570007324219
"POOL",1170,73,0.547945205479452,11.697544133606,16.4566541278722,0.710809380978248,0.861587128458482,-75.1678208755438,203.199996948242
"REGN",1173,108,0.509259259259259,13.9101033158181,14.0215164362493,0.992054131880971,1.02949013685761,21.9153112487809,435.16000366211
"ROST",1192,82,0.609756097560976,2.76050346185305,4.10550642449852,0.672390486440473,1.05061013506324,6.64896750869976,49.4100036621092
"SBAC",1195,61,0.557377049180328,5.09006362340586,7.48115974375403,0.680384298391104,0.856780227603613,-28.9291498855596,72.08999633789
"SGEN",1169,96,0.59375,5.05502145301427,7.68120516809316,0.658102646966422,0.961842330181693,-11.43077873382,157.209995269776
"TTWO",1206,87,0.551724137931034,3.73333283696172,6.7106254201254,0.556331579134982,0.684715789704593,-82.5144152107283,53.42000579834
"ULTA",1220,138,0.565217391304348,6.98555624855243,10.4155522714742,0.670685151058598,0.871890696376178,-80.0597489013651,168.749984741211
"VRSN",1142,67,0.447761194029851,5.41764307657882,8.37653750734068,0.646764020555168,0.524403259909596,-147.402595474241,64.540008544922
"VRTX",1218,109,0.577981651376147,4.6135879639398,5.93895618667604,0.776834820618869,1.06392594997802,17.4640571411096,189.509994506836
"ZBRA",1182,73,0.547945205479452,7.30618452777856,14.6935168774692,0.497238652169225,0.602713517780879,-192.638675845342,69.549987792968
